date,soil_surface_moisture,soil_rootzone_moisture
2019-01-02,25.218295350703,139.81758944056202
2019-01-05,22.17035457124978,137.41224289764338
2019-01-08,20.913110574429805,131.02417844109092
2019-01-11,22.7655546093605,129.08239926529754
2019-01-14,21.846361720536233,128.53148722803104
2019-01-17,20.091834436997484,124.84774949998629
2019-01-20,19.19106792631211,119.61480777979413
2019-01-23,20.71680593181635,116.96201036094847
2019-01-26,23.16567369259202,119.44871237571503
2019-01-29,19.03751906977874,118.26230960788273
2019-02-01,18.257945796068494,113.73137756248789
2019-02-04,16.733892743582345,108.20940754274571
2019-02-07,18.474413601935037,103.56566010180612
2019-02-10,19.156481561598973,104.95176547649871
2019-02-13,15.872317175113356,102.38396400303357
2019-02-16,14.462023546577273,95.79036369076557
2019-02-19,15.893761425759827,91.42455487838318
2019-02-22,13.760288768916613,88.82799803978938
2019-02-25,12.659122236346581,83.07498867207933
2019-02-28,11.88873733763561,77.45780690236433
2019-03-03,12.4856846883539,73.96762401753831
2019-03-06,10.752381758350017,71.02721790618567
2019-03-09,11.766692013256492,67.46619732488051
2019-03-12,12.232558265875534,65.94199831078944
2019-03-15,10.087140418025895,65.42300621016237
2019-03-18,9.662273216453537,60.825799530062255
2019-03-21,8.061919205132106,57.16143800063989
2019-03-24,7.2229844241626315,51.62123189477117
2019-03-27,6.091617356108795,45.441811316471636
2019-03-30,5.743927683222628,40.12569549016767
2019-04-02,5.048980979116123,36.20863243004158
2019-04-05,11.144117146279847,36.01098004170164
2019-04-08,15.22538083572882,71.13288955194132
2019-04-11,8.424832141167661,65.89053572537317
2019-04-14,13.290053881012852,64.73713879760348
2019-04-17,12.768550252811442,63.32920459228252
2019-04-20,8.017160691658828,62.20268752096023
2019-04-23,16.500485715804295,64.33377751624353
2019-04-26,11.321724536351974,84.92709071692843
2019-04-29,10.05612982117589,74.72097525792297
2019-05-02,22.18093164126765,98.34860720953725
2019-05-05,18.74354586693947,129.65209042279304
2019-05-08,25.27016135271373,136.6437783457548
2019-05-11,23.149473517811323,138.32601155060672
2019-05-14,19.64771230380427,132.2629248452238
2019-05-17,18.3335982213525,121.81985485167533
2019-05-20,15.655638156132875,115.03993794418565
